Date,biomass,coal,gas,gas_cc,hydro,nuclear,other,solar,wind,gas_total,total
2020-06-05,787.300093,230834.572938,105853.831373,534234.655161,2058.09099,120296.71811,-2.104508,37584.789934,209089.071835,640088.4865339999,1240736.925926
2020-06-06,871.619391,207910.013933,90107.925794,517641.461317,1639.385843,120246.964122,-14.467539,37903.853113,243039.728506,607749.387111,1219346.48448
2020-06-07,843.914287,198293.85592,92516.109811,526854.824101,1569.342854,120256.57338,34.556028,37503.337598,230153.221503,619370.9339119999,1208025.735482
2020-06-08,775.140477,201307.696784,140451.658107,523528.033017,2157.146012,120171.841943,10.385713,39576.987176,260472.62133,663979.691124,1288451.510559
2020-06-09,629.584009,200222.164858,110009.139411,496045.481406,2286.976857,120042.742071,-49.635705,36563.394615,354709.123947,606054.6208169999,1320458.9714690002
2020-06-10,840.861825,201643.022501,80457.790124,516476.435595,1452.403994,120315.985229,13.682901,41777.150482,152144.64352,596934.225719,1115121.976171
2020-06-11,870.389748,198676.468725,58510.132944,427208.879255,1279.969548,120329.750552,-24.025236,32990.862117,282526.985747,485719.012199,1122369.4134
2020-06-12,897.981959,205428.553181,59230.6793,453322.738739,1275.119362,120340.317809,-29.907466,40387.001833,233896.965722,512553.418039,1114749.450439
2020-06-13,915.326266,201447.871151,51699.673939,421463.400787,1227.820018,120407.503664,-8.680704,38205.762427,268167.283262,473163.074726,1103525.96081
2020-06-14,888.341614,199788.850266,48282.77395,448464.255348,1330.130786,120424.708672,-27.79802,38940.070055,254803.00898,496747.029298,1112894.3416509998
2020-06-15,900.561767,211476.780344,66034.584287,518501.70095,1426.187675,120390.077825,-24.707667,38430.730939,266131.467053,584536.2852370001,1223267.383173
2020-06-16,858.237787,194186.322409,48763.607636,516610.260867,1329.402798,120323.723072,-3.289946,32663.975125,319817.894866,565373.868503,1234550.1346139999
2020-06-17,889.407252,185300.793494,50711.243006,450985.968184,1417.899065,120322.573481,37.211821,25787.437829,393620.939946,501697.21119,1229073.474078
2020-06-18,848.170846,205018.128017,60367.254536,478687.416969,1399.173842,120297.686497,0.207881,32991.896172,328830.154848,539054.671505,1228440.0896080001
2020-06-19,846.767493,198502.590085,48308.165545,459794.928893,1471.815688,120424.30943,6.607149,31046.264034,353756.107718,508103.094438,1214157.5560350001
2020-06-20,821.168454,192865.627242,50490.617298,481545.738692,1098.680937,120414.77947,-31.61114,31129.514941,248832.199012,532036.35599,1127166.7149059998
2020-06-21,821.878783,149848.73148,38180.335567,411420.194404,1151.627324,120433.810428,-22.731321,34301.725812,369628.084392,449600.52997100004,1125763.6568689998
2020-06-22,830.236414,179035.855019,57995.546862,452578.254048,1069.872092,120506.263575,-33.895444,34399.026096,326875.33542,510573.80091,1173256.494082
2020-06-23,846.20709,209933.485126,44337.685807,525368.132439,2213.645843,120610.236072,-14.220687,31244.572497,177716.535976,569705.818246,1112256.2801629999
2020-06-24,909.775497,230986.558699,62672.735864,562318.508087,2728.214519,120564.219407,-16.540145,33461.801626,115396.816101,624991.243951,1129022.089655
2020-06-25,911.134714,218993.977359,55342.310427,534052.06435,2709.051315,120402.331255,8.095546,38726.109315,184314.097479,589394.374777,1155459.17176
2020-06-26,914.907465,176590.468975,36291.101523,463142.721874,2744.643205,120471.286285,-19.076769,37197.753732,310829.731428,499433.823397,1148163.5377180001
2020-06-27,846.427301,162263.632001,40873.514016,425989.533954,2682.950433,120586.588478,24.699605,26628.082946,407003.240927,466863.04796999996,1186898.669661
2020-06-28,769.604253,141869.79455,34010.59299,412971.835678,997.504394,120632.333766,27.067276,25699.946919,437010.411186,446982.428668,1173989.0910120003
2020-06-29,780.000103,166391.076972,56533.765577,441680.152411,1003.482163,120608.46684,20.013398,35984.003483,456011.509614,498213.917988,1279012.4705610003
2020-06-30,823.474356,186474.915874,81491.449569,485510.399074,1010.082349,120488.576367,32.004604,34126.013014,397321.271419,567001.848643,1307278.1866259999
2020-07-01,657.077436,194650.259809,132812.406014,534481.945414,1099.628271,120497.416626,60.595232,30301.023198,313427.693077,667294.351428,1327988.045077
2020-07-02,623.176617,207918.552202,136161.013366,567011.757858,2063.742825,120405.925281,17.574028,35938.331022,253499.678415,703172.771224,1323639.751614
2020-07-03,623.642144,218181.757179,153835.694708,575050.607029,2501.628341,120264.254981,109.364141,40425.386295,160536.563018,728886.301737,1271528.897836
2020-07-04,615.48271,227047.866668,142048.432854,568840.139732,2066.977648,120080.829311,25.332542,40475.730436,135242.946473,710888.572586,1236443.738374
2020-07-05,619.33139,219760.956207,116835.089276,585301.061183,2065.633746,119989.667067,-10.151173,32498.422193,153991.611628,702136.150459,1231051.621517
2020-07-06,635.378326,229368.700303,114835.118409,624640.911489,2189.884911,119918.979745,21.0585,35100.494801,123571.054343,739476.029898,1250281.5808269999
2020-07-07,612.619313,240090.871739,104902.766417,615029.733581,2087.633205,119973.254159,-28.074044,34991.337295,137982.215055,719932.499998,1255642.35672
2020-07-08,630.881018,224269.878712,112520.54432,559754.342183,2158.598039,119968.773883,-28.134083,41018.469623,263576.976177,672274.8865029999,1323870.3298719998
2020-07-09,608.20296,210285.430875,113580.229461,516367.266924,1329.790253,119928.482781,-39.290137,39840.264158,367779.006102,629947.496385,1369679.383377
2020-07-10,606.704069,212684.239461,134326.752368,547059.401562,1554.541591,119858.29046,1.187032,41596.0364,308980.312774,681386.15393,1366667.465717
2020-07-11,588.156275,225351.962257,144244.992825,558974.177219,1882.264807,119711.027928,62.637795,43144.220811,262192.199075,703219.1700439999,1356151.6389920001
2020-07-12,580.240367,213131.438449,134886.150252,554653.52357,2021.355065,119727.533672,11.42508,39455.460745,256350.304479,689539.6738219999,1320817.431679
2020-07-13,560.052689,225552.32288,151316.269178,560367.094434,1871.113848,119709.290298,49.183777,35570.415082,328502.980837,711683.3636119999,1423498.7230230002
2020-07-14,579.318064,214617.09108,126669.899465,539764.490843,1495.411278,119643.36901,18.389517,33768.508355,370108.123692,666434.390308,1406664.601304
2020-07-15,603.323391,225990.877514,110899.466962,556274.352563,1457.329633,119744.084585,51.396058,36655.219815,334841.103504,667173.819525,1386517.154025
2020-07-16,595.275216,245028.448053,134200.271331,609466.761245,1579.216921,119693.42072,16.838668,40073.958293,244143.489355,743667.032576,1394797.6798019998
2020-07-17,577.064526,237752.1017,108156.168044,586026.595447,1696.808661,119721.406924,16.771661,40478.932636,256362.332916,694182.763491,1350788.1825150002
